Column1,id,track,artist,lyrics,language,translate
35,1b0aDgrG775i4sPQgJGmkU,Tak Ingin Usai,Keisya Levronka,"Berdiri
Ku memutar waktu
Teringat
Kamu yang dulu

Ada di sampingku setiap hari
Jadi sandaran ternyaman
Saat ku lemah, saat ku lelah
Ho-wo-wo

Tersadar
Ku tinggal sendiri
Merenungi
Semua yang tak mungkin

Bisa kuputarkan kembali s′perti dulu
Ku bahagia, tapi semuanya hilang tanpa sebab
Kauhentikan semuanya
Ho-oh-oh

Terluka dan menangis, tapi kuterima
Semua keputusan yang telah kaubuat
Satu yang harus kautahu
Ku menanti kau 'tuk kembali

Jujur, ku tak ingin engkau pergi
Tinggalkan semua, usai di sini
Tak tertahan air mata ini
Mengingat semua yang t′lah terjadi

Ku tahu kau pun sama s'perti aku
Tak ingin cinta usai di sini
Tapi mungkin inilah jalannya
Harus berpisah, ho-oh-oh

Terluka dan menangis, tapi kuterima
Semua keputusan yang telah kaubuat
Satu yang harus kautahu
Ku menanti kau 'tuk kembali

(Jujur, ku tak ingin engkau pergi) ho-oh-wo-oh
(Tinggalkan semua, usai di sini) uh-wo-oh
Tinggalkan semua di sini (tak tertahan air mata ini)
(Mengingat semua yang t′lah terjadi)

Ku tahu kau pun sama s′perti aku (sama seperti aku)
Tak ingin cinta usai di sini
Tapi mungkin inilah jalannya
Harus berpisah, ho-oh

Berharap suatu saat nanti
Kau dan aku 'kan bertemu lagi
S′perti yang kauucapkan
S'belum kautinggalkan aku",id,"Stand
I turn the time
Remembered
The old you

Is beside me every day
So the most comfortable back
When I'm weak, when I'm tired
Ho-wo-wo

Realized
I live alone
Contemplated
Everything that is impossible

I can return it again like before
I'm happy, but everything disappears for no reason
You stop everything
Ho-Oh-Oh

Injured and cry, but I accept
All the decisions that you have made
One you should know
I am waiting for you 'to come back

Honestly, I don't want you to go
Leave everything, after here
This tears are not restrained
Considering all that T′ happens

I know you are the same as me
Don't want love to be over here
But maybe this is the way
Must be separated, Ho-Oh-Oh

Injured and cry, but I accept
All the decisions that you have made
One you should know
I am waiting for you 'to come back

(Honestly, I don't want you to go) Ho-Oh-Wo-Oh
(Leave everything, after here) Uh-Wo-Oh
Leave everything here (unstoppled with these tears)
(Remembering all that t′ is happening)

I know you are the same as me (the same as me)
Don't want love to be over here
But maybe this is the way
Must be separated, Ho-oh

Hope someday
You and I meet again
As you say
S'Belan I left me"
36,1ZPVEo8RfmrEz8YAD5n6rW,Lantas,Juicy Luicy,"Lima hari sudah kurindu
Tak bisa ku menghubungimu
Kau sedang dengan dirinya, sedang kita rahasia
Kapankah kau ada waktu sembunyi untuk bertemu?

Baru kausapa, ku tersipu
Kaupuji, lupa amarahku
Karena kau paling tahu cara lemahkan hatiku
Walau tak ada yang pasti, yang kauberi hanya mimpi

Lantas mengapa ku masih menaruh hati?
Padahal ku tahu kau t′lah terikat janji
Keliru ataukah bukan? Tak tahu
Lupakanmu, tapi aku tak mau

Oh-wo-oh

Baru kausapa, ku tersipu (tersipu)
Kaupuji, lupa amarahku
Karena kau paling tahu (paling tahu) cara lemahkan hatiku (hatiku)
Walau tak ada yang pasti, yang kauberi hanya mimpi

Lantas mengapa ku masih menaruh hati?
Padahal ku tahu kau t'lah terikat janji
Keliru ataukah bukan? Tak tahu
Lupakanmu, tapi aku tak mau

Pantaskah aku menyimpan rasa cemburu?
Padahal bukan aku yang memilikimu
Sanggup sampai kapankah? Ku tak tahu
Akankah akal sehat menyadarkanku?

Oh-wo-oh
Uh-uh

Lantas mengapa ku masih menaruh hati?

Lantas mengapa ku masih menaruh hati?
Padahal ku tahu kau t′lah terikat janji
Keliru ataukah bukan? Tak tahu
Lupakanmu, tapi aku tak mau (pantaskah ku)

Pantaskah aku ('tuk menyimpan)
Untuk menyimpan (rasa cemburu?)
Kar'na bukan aku yang milikimu
Sanggup sampai kapankah? Ku tak tahu
Akankah akal sehat menyadarkanku?",id,"I have long been
I can't contact you
You're with him, we are secret
When do you have a hiding time to meet?

You just, I blushed
Kaujuji, forgot my anger
Because you know the best way to get my heart
Even though nothing is certain, what KauBei is just a dream

So why do I still put my heart?
Even though I know you are tied to an appointment
Wrong or right? Do not know
Forget you, but I don't want to

Oh-Wo-Oh

You just, I blushed (blushing)
Kaujuji, forgot my anger
Because you know best (know) how to lease my heart (my heart)
Even though nothing is certain, what KauBei is just a dream

So why do I still put my heart?
Even though I know you have been bound by an appointment
Wrong or right? Do not know
Forget you, but I don't want to

No wonder I keep jealousy?
Even though I didn't have you
Can you be able to? I don't know
Will common sense awaken me?

Oh-Wo-Oh
Uh-uh

So why do I still put my heart?

So why do I still put my heart?
Even though I know you are tied to an appointment
Wrong or right? Do not know
Forget you, but I don't want to (do I deserve)

No wonder I ('to save)
To store (jealousy?)
Kar'na is not me you belong to you
Can you be able to? I don't know
Will common sense awaken me?"
37,1VMtsqCaMNErFRmmvt4exv,Seandainya,Vierra,"Kelak kau ′kan menjalani hidupmu sendiri
Melukai kenangan yang telah kita lalui
Yang tersisa hanya aku sendiri di sini
Kau akan terbang jauh menembus awan
Memulai kisah baru tanpa diriku

Seandainya kau tau ku tak ingin kau pergi
Meninggalkanku sendiri bersama bayanganku
Seandainya kau tau aku 'kan selalu cinta
Jangan kau lupakan kenangan kita selama ini

Kelak kau ′kan menjalani hidupmu sendiri
Melukai kenangan yang telah kita lalui
Kau akan terbang jauh menembus awan
Memulai kisah baru tanpa diriku

Seandainya kau tau ku tak ingin kau pergi
Meninggalkanku sendiri bersama bayanganku
Seandainya kau tau aku 'kan selalu cinta
Jangan kau lupakan kenangan kita selama ini

Selama ini

Seandainya kau tau ku tak ingin kau pergi
Oh-oo
Meninggalkanku sendiri bersama bayanganku
Seandainya kau tau aku 'kan selalu cinta
Jangan kau lupakan kenangan kita selama ini
Ha-aa-oo
Selama ini",id,"Later you ′ will you live your own life
Injuring the memories we have gone through
All I have left is myself here
You will fly far through the clouds
Starting a new story without me

If you know I don't want you to go
Leave me alone with my shadow
If you know me, I always love
Don't forget our memories all this time

Later you ′ will you live your own life
Injuring the memories we have gone through
You will fly far through the clouds
Starting a new story without me

If you know I don't want you to go
Leave me alone with my shadow
If you know me, I always love
Don't forget our memories all this time

So far

If you know I don't want you to go
Oh-ooo
Leave me alone with my shadow
If you know me, I always love
Don't forget our memories all this time
Ha-aa-ooo
So far"
38,3JjnGLK8IxkNLvo8Lb3KOM,18,One Direction,"I got a heart, and I got a soul
Believe me, I will use them both
We made a start
Be it a false one, I know
Baby, I don′t want to feel alone

So kiss me where I lay down
My hands pressed to your cheeks
A long way from the playground

I have loved you since we were 18
Long before we both thought the same thing
To be loved and to be in love
All I can do is say that these arms
Are made for holding you, oh-oh
I wanna love like you made me feel
When we were 18

We took a chance
God knows we tried
Yet all along, I knew we'd be fine
So pour me a drink, oh love
And let′s split the night wide open
And we'll see everything we can
Living love in slow motion, motion, motion

So kiss me where I lay down
My hands pressed to your cheeks
A long way from the playground

I have loved you since we were 18

Long before we both thought the same thing
To be loved and to be in love
And all I can do is say that these arms
Are made for holding you, oh-oh-oh
And I wanna love like you made me feel
When we were 18

When we were 18
Oh, Lord, when we were 18

Kiss me where I lay down
My hands pressed to your cheeks
A long way from the playground
I have loved you since we were 18

Long before we both thought the same thing
To be loved and to be in love

And all I can do is say that these arms
Are made for holding you
And I wanna love like you made me feel
When we were 18
I wanna love like you made me feel
When we were 18
I wanna love like you made me feel
When we were 18",en,"I got a heart, and I got a soul
Believe me, I will use them both
We made a start
Be it a false one, I know
Baby, I don′t want to feel alone

So kiss me where I lay down
My hands pressed to your cheeks
A long way from the playground

I have loved you since we were 18
Long before we both thought the same thing
To be loved and to be in love
All I can do is say that these arms
Are made for holding you, oh-oh
I wanna love like you made me feel
When we were 18

We took a chance
God knows we tried
Yet all along, I knew we'd be fine
So pour me a drink, oh love
And let′s split the night wide open
And we'll see everything we can
Living love in slow motion, motion, motion

So kiss me where I lay down
My hands pressed to your cheeks
A long way from the playground

I have loved you since we were 18

Long before we both thought the same thing
To be loved and to be in love
And all I can do is say that these arms
Are made for holding you, oh-oh-oh
And I wanna love like you made me feel
When we were 18

When we were 18
Oh, Lord, when we were 18

Kiss me where I lay down
My hands pressed to your cheeks
A long way from the playground
I have loved you since we were 18

Long before we both thought the same thing
To be loved and to be in love

And all I can do is say that these arms
Are made for holding you
And I wanna love like you made me feel
When we were 18
I wanna love like you made me feel
When we were 18
I wanna love like you made me feel
When we were 18"
39,3W4U7TEgILGpq0EmquurtH,Old Love,yuji,"When you were here, the stars disappear
Nothing can outshine the dress that you wear
We should be dancing 'cause girl you look stunning
Let's spend the night together 'till reach the morning

Up and above, never enough
I wanna hold your hand and show what is love
When you are smiling and when you are laughing
We should keep dancing to treasure the feelings

Like it's the old love (it's the old love)
This is the way that we both wanna feel
Under the moonlight we made our first kiss
'Cause this is the moment that you made me feel
Like it's the old love (it's the old love)
Come on and hold me, I want you right here
Stay close to me so you don't feel the fear
I'll never let go 'cause I'm just right here

When I'm with you, it's like déjà vu
I realize that dreams really come true
We keep on talking for the moment we live in
Let's keep drinking 'till the moon disappear

You are the one, the one that I want
The one that will stay by my side till I'm gone
The love of my life and I'll sacrifice
Just for the moment we last long forever

Like it's the old love (it's the old love)
This is the way that we both wanna feel
Under the moonlight we made our first kiss
'Cause this is the moment that you made me feel
Like it's the old love
Come on and hold me, I want you right here
Stay close to me so you don't feel the fear
I'll never let go 'cause I'm just right here
Like it's the old love

It's the old love
This is the way that we both wanna feel
Under the moonlight we made our first kiss
'Cause this is the moment that you made me feel
Like it's the old love",en,"When you were here, the stars disappear
Nothing can outshine the dress that you wear
We should be dancing 'cause girl you look stunning
Let's spend the night together 'till reach the morning

Up and above, never enough
I wanna hold your hand and show what is love
When you are smiling and when you are laughing
We should keep dancing to treasure the feelings

Like it's the old love (it's the old love)
This is the way that we both wanna feel
Under the moonlight we made our first kiss
'Cause this is the moment that you made me feel
Like it's the old love (it's the old love)
Come on and hold me, I want you right here
Stay close to me so you don't feel the fear
I'll never let go 'cause I'm just right here

When I'm with you, it's like déjà vu
I realize that dreams really come true
We keep on talking for the moment we live in
Let's keep drinking 'till the moon disappear

You are the one, the one that I want
The one that will stay by my side till I'm gone
The love of my life and I'll sacrifice
Just for the moment we last long forever

Like it's the old love (it's the old love)
This is the way that we both wanna feel
Under the moonlight we made our first kiss
'Cause this is the moment that you made me feel
Like it's the old love
Come on and hold me, I want you right here
Stay close to me so you don't feel the fear
I'll never let go 'cause I'm just right here
Like it's the old love

It's the old love
This is the way that we both wanna feel
Under the moonlight we made our first kiss
'Cause this is the moment that you made me feel
Like it's the old love"
40,5xwBIieMMFUmLDgvG4DjFe,Fall In Love Alone,Stacey Ryan,"I′m familiar with unrequited
I know you got a heart that's undecided just like mine
It takes its sweet time
I been tryin′ to dive into the deep end
'Cause I don't really wanna lose a good friend, but I might
Find something divine

It′s electric every time we touch
I′ve been livin' for this head rush
But sometimes it′s too much

If we never try
How will we know?
Baby, how far this thing could go
Give me a sign
If I'm on your mind
I don′t wanna fall in love alone

I wish that I could tell what you were thinkin'
I hate that I slip up when I′ve been drinkin', but oh, well
I can't help myself
I′m gettin′ really tired of this back and forth
Why don't we just give in to this drivin′ force, I mean
There's somethin′ between us

It's electric every time we touch
I′ve been livin' for this head rush
But sometimes it's too much

If we never try
How will we know?
Baby, how far this thing could go
Give me a sign
If I′m on your mind (do you mind a chair on my mind?)
I don′t want to fall in love alone (I don't wanna fall in love alone)

If we never try (I don′t want to fall in love alone)
How will we know? (Oh, yeah)
Baby, how far this thing could go (just how far this thing will go)
Give me a sign (give me a sign, a sign)
If I'm on your mind
I don′t wanna fall in love alone
Ooh...

Fall, I don't wanna fall
I don′t wanna fall in love alone (get a seat here, girl, right here, next to me)
Fall, I don't wanna fall (next to me, next to me)
I don't wanna fall in love alone (I don′t wanna live without you, baby, anymore)
Fall, I don′t wanna fall (anymore)
I don't wanna fall in love alone (I-I-I can′t be alone)

Fall, I don't wanna fall
I don′t wanna fall in love alone",en,"I′m familiar with unrequited
I know you got a heart that's undecided just like mine
It takes its sweet time
I been tryin′ to dive into the deep end
'Cause I don't really wanna lose a good friend, but I might
Find something divine

It′s electric every time we touch
I′ve been livin' for this head rush
But sometimes it′s too much

If we never try
How will we know?
Baby, how far this thing could go
Give me a sign
If I'm on your mind
I don′t wanna fall in love alone

I wish that I could tell what you were thinkin'
I hate that I slip up when I′ve been drinkin', but oh, well
I can't help myself
I′m gettin′ really tired of this back and forth
Why don't we just give in to this drivin′ force, I mean
There's somethin′ between us

It's electric every time we touch
I′ve been livin' for this head rush
But sometimes it's too much

If we never try
How will we know?
Baby, how far this thing could go
Give me a sign
If I′m on your mind (do you mind a chair on my mind?)
I don′t want to fall in love alone (I don't wanna fall in love alone)

If we never try (I don′t want to fall in love alone)
How will we know? (Oh, yeah)
Baby, how far this thing could go (just how far this thing will go)
Give me a sign (give me a sign, a sign)
If I'm on your mind
I don′t wanna fall in love alone
Ooh...

Fall, I don't wanna fall
I don′t wanna fall in love alone (get a seat here, girl, right here, next to me)
Fall, I don't wanna fall (next to me, next to me)
I don't wanna fall in love alone (I don′t wanna live without you, baby, anymore)
Fall, I don′t wanna fall (anymore)
I don't wanna fall in love alone (I-I-I can′t be alone)

Fall, I don't wanna fall
I don′t wanna fall in love alone"
41,6fX8WwxAQ6rCPIC7lMgztu,Kisah Sempurna,Mahalini,"Ha-ah, ha-ah-ah

Tenggelam, jiwaku dalam angan
Tersesat, hilang, dan tak tahu arah
Ku terjebak masa lalu yang kelam
Tak kulihat lagi cahaya cinta

Dan kamu hadir coba bawa bahagia
Ketika ku masih mati rasa
Kar′na

Dia yang pertama membuatku cinta
Dia juga yang pertama membuatku kecewa
Kamu yang pertama menyembuhkan luka
Tak ingin lagi ku mengulang keliru akan cinta
Jadi kisah yang sempurna

Tenggelam, jiwaku dalam angan
Tak kulihat lagi cahaya cinta

Dan kamu hadir coba bawa bahagia
Ketika ku masih mati rasa
Kar'na

Dia yang pertama membuatku cinta
Dia juga yang pertama membuatku kecewa
Kamu yang pertama menyembuhkan luka
Tak ingin lagi ku mengulang keliru akan cinta
Jadi kisah yang sempurna, wo-oh

Tuhan, yakinkan cinta ini, wo-oh-oh
Hati yang terkunci, terbuka kembali

Dia yang pertama membuatku cinta
Dia juga yang pertama membuatku kecewa
Kamu yang pertama menyembuhkan luka
Tak ingin lagi ku mengulang keliru akan cinta

(Dia yang pertama membuatku cinta) ho-oh-oh

Dia juga pertama membuatku kecewa
(Dia yang pertama)
Kamu yang sembuhkan luka
(Tak ingin lagi ku mengulang) ho-oh-oh

Ho-wo-oh
Kamu untuk selamanya",id,"Ha-ah, ha-ah-ah

Sinking, my soul in dreams
Lost, lost, and do not know the direction
I was stuck in a dark past
I no longer see the light of love

And you are here try to bring happy
When I was still numb
Because

He's the first to make me love
He was also the first to make me disappointed
You are the first to heal the wound
I don't want to repeat the wrong love
So the perfect story

Sinking, my soul in dreams
I no longer see the light of love

And you are here try to bring happy
When I was still numb
Because

He's the first to make me love
He was also the first to make me disappointed
You are the first to heal the wound
I don't want to repeat the wrong love
So the perfect story, wo-oh

God, convince this love, wo-oh-oh
Locked Heart, Open Again

He's the first to make me love
He was also the first to make me disappointed
You are the first to heal the wound
I don't want to repeat the wrong love

(He's first made me love) Ho-Oh-Oh

He also first made me disappointed
(He's first)
You heal the wound
(I don't want to repeat) Ho-Oh-Oh

Ho-Wo-Oh
You forever"
42,5fDCy4Hse30ZsjaTUGKVh5,Sang Dewi,Lyodra,"Walaupun jiwaku pernah terluka
Hingga nyaris bunuh diri
Wanita mana yang sanggup hidup sendiri
Di dunia ini?

Walaupun t′lah kututup mata hati
Begitu pun telingaku
Namun, bila di kala cinta memanggilmu
Dengarlah ini

Walaupun dirimu tak bersayap
Ku bakal percaya
Kau mampu terbang bawa diriku
Tanpa takut dan ragu

(Uh-uh, uh-uh) uh-uh-uh
(Uh-uh, uh-uh) uh-uh

Walaupun mulutku pernah bersumpah
Tak sudi lagi jatuh cinta
Wanita seperti diriku pun ternyata
Mudah menyerah

Walaupun kau bukan titisan Dewa
Ku takkan kecewa
Kar'na kaujadikanku sang Dewi
Dalam taman surgawi
Ho-wo-wo-oh-oh

(Jadikanku sang Dewi) uh-uh-ye-yeah
(Dalam taman surgawi) oh-oh-uh
(Kau terbang bawa aku)
(Tanpa takut dan ragu) ha-ah

Walaupun dirimu tak bersayap
Ku akan percaya
Kau mampu terbang bawa diriku
Tanpa takut dan ragu

Walaupun kau bukan titisan Dewa
Ku takkan kecewa
Kar′na kaujadikanku sang Dewi
(Dalam taman) surgawi

Uh-uh-uh",id,"Even though my soul was hurt
Until almost suicide
Which woman can live alone
In this world?

Even though I closed my eyes
Likewise my ears
However, when love calls you
Listen to this

Even though you are not winged
I will believe
You can fly with myself
Without fear and doubt

(Uh-uh, uh-uh) uh-uh-uh
(Uh-uh, uh-uh) uh-uh

Even though my mouth never swear
No longer falling in love
A woman like me too
Quitter

Even though you're not a god of God
I won't be disappointed
Kar'na you made me the goddess
In a heavenly garden
Ho-Wo-Wo-Oh-Oh

(Make me the goddess) uh-uh-ye-yeah
(In a heavenly garden) OH-OH-UH
(You fly with me)
(Without fear and doubt) Ha-ah

Even though you are not winged
I will believe
You can fly with myself
Without fear and doubt

Even though you're not a god of God
I won't be disappointed
Kar′na you made me the goddess
(In the garden) Heavenly

Uh-uh-uh"
43,7mZxM64cMYQdx2vopaGrDf,"Andaikan Kau Datang - From ""Miracle in Cell No. 7""",Andmesh,"Terlalu indah dilupakan
Terlalu sedih dikenangkan
Setelah aku jauh berjalan
Dan kau kutinggalkan

Betapa hatiku bersedih
Mengenang kasih dan sayangmu
Setulus pesanmu kepadaku
Engkau ′kan menunggu

Andaikan kau datang kembali
Jawaban apa yang 'kan kuberi?
Adakah jalan yang kautemui
Untuk kita kembali lagi?

Bersinarlah, bulan purnama
Seindah serta tulus cintanya
Bersinarlah terus sampai nanti
Lagu ini kuakhiri

Ho-oh-ho-ho-oh

Bersinarlah, bulan purnama
Seindah serta tulus cintanya

Andaikan kau datang kembali
Jawaban apa yang ′kan kuberi?
Adakah jalan yang kautemui (adakah jalan yang kautemui?)
Untuk kita kembali lagi?

Bersinarlah, bulan purnama
Seindah serta tulus cintanya
Bersinarlah terus sampai nanti
Ho-oh-ho

Bersinarlah terus sampai nanti
Bersinarlah terus sampai nanti
Lagu ini kuakhiri",id,"Too beautiful forgotten
Too sad to be won
After I walked far
And you left you

How heart is sad
Remember your love and affection
As sincere your message to me
You are waiting

Suppose you come back
What answers do I give you?
Is there a way you meet
For us back again?

Shining, the full moon
As beautiful and sincere love
Shine all the time until later
I end this song

Ho-oh-ho-ho-oh

Shining, the full moon
As beautiful and sincere love

Suppose you come back
What answer is I gave me?
Is there a road that you met (is there a road that you met?)
For us back again?

Shining, the full moon
As beautiful and sincere love
Shine all the time until later
Ho-Oh-ho

Shine all the time until later
Shine all the time until later
I end this song"
44,0mMqopQJOWADJSPRMYkvTF,Dunia Tipu-Tipu,Yura Yunita,"Di dunia tipu-tipu
Kamu tempat aku bertumpu
Baik, jahat, abu-abu
Tapi warnamu putih untukku

Hanya kamu yang mengerti
Gelombang kepala ini

Puja-puji tanpa kata
Mata kita yang bicara
Selalu nyaman bersama
Janji takkan ke mana-mana

Puja-puji tanpa kata
Mata kita yang bicara
Selalu nyaman bersama
Janji takkan ke mana-mana, ya

Di dunia tipu tipu
Ku bisa rasa nyata denganmu, oh-hm-mm
Tanpa banyak una-inu
Ku bisa rasa aman selalu

Hanya kamu yang mengerti
Gelombang kepala ini, ih-ih-ih

Puja-puji tanpa kata
Mata kita yang bicara
Selalu nyaman bersama
Janji takkan ke mana mana

Puja-puji tanpa kata
Mata kita yang bicara
Selalu nyaman bersama
Janji takkan ke mana-mana, ya

Lelucon aneh tiap hari
Ku tertawa tanpa tapi
Tetaplah seperti ini

Puja-puji tanpa kata
Mata kita yang bicara
Selalu nyaman bersama
Janji takkan ke mana-mana

(Puja-puji tanpa kata)
(Mata kita yang bicara)
(Selalu nyaman bersama)
(Janji takkan ke mana-mana)

(Puja-puji tanpa kata)
(Mata kita yang bicara)
(Selalu nyaman bersama)
(Janji takkan ke mana-mana, ya)

Janji (janji) takkan (takkan) ke mana-mana
Janji (janji) takkan (takkan) ke mana-mana
Janji (janji), janji (takkan) takkan ke mana-mana
Janji (janji), janji (takkan) takkan ke mana-mana",id,"In the world of deception
You are where I rest
Good, evil, gray
But your color is white for me

Only you understand
This head wave

Praise without words
Our eyes are talking
Always comfortable together
Promise will not go anywhere

Praise without words
Our eyes are talking
Always comfortable together
Promise will not go anywhere, yes

In the world of tricks
I can feel real with you, Oh-hm-mm
Without much una-inu
I can always feel safe

Only you understand
This head wave, ih-ih-ih

Praise without words
Our eyes are talking
Always comfortable together
Promise won't go anywhere

Praise without words
Our eyes are talking
Always comfortable together
Promise will not go anywhere, yes

Strange jokes every day
I laughed without but
Stay like this

Praise without words
Our eyes are talking
Always comfortable together
Promise will not go anywhere

(Praise without words)
(Our eyes talk)
(Always comfortable together)
(Promise will not go anywhere)

(Praise without words)
(Our eyes talk)
(Always comfortable together)
(Promise will not go anywhere, yes)

Promise (promise) will not (not) everywhere
Promise (promise) will not (not) everywhere
Promise (promise), promise (not) will not go anywhere
Promise (promise), promise (not) will not go anywhere"
45,5XeFesFbtLpXzIVDNQP22n,I Wanna Be Yours,Arctic Monkeys,"I wanna be your vacuum cleaner
Breathing in your dust
I wanna be your Ford Cortina
I will never rust
If you like your coffee hot
Let me be your coffee pot
You call the shots, babe
I just wanna be yours

Secrets I have held in my heart
Are harder to hide than I thought
Maybe I just wanna be yours
I wanna be yours

I wanna be yours
Wanna be yours
Wanna be yours
Wanna be yours

Let me be your ′leccy meter
And I'll never run out
Let me be the portable heater
That you′ll get cold without
I wanna be your setting lotion
Hold your hair in deep devotion (I'll be)
At least as deep as the Pacific Ocean
Now I wanna be yours

Secrets I have held in my heart
Are harder to hide than I thought
Maybe I just wanna be yours

I wanna be yours
I wanna be yours
Wanna be yours
Wanna be yours
Wanna be yours
Wanna be yours
Wanna be yours
Wanna be yours
Wanna be yours
Wanna be yours

I wanna be your vacuum cleaner (Wanna be yours)
Breathing in your dust (Wanna be yours)
I wanna be your Ford Cortina (Wanna be yours)
I will never rust (Wanna be yours)

I just wanna be yours (Wanna be yours)
I just wanna be yours (Wanna be yours)
I just wanna be yours (Wanna be yours)",en,"I wanna be your vacuum cleaner
Breathing in your dust
I wanna be your Ford Cortina
I will never rust
If you like your coffee hot
Let me be your coffee pot
You call the shots, babe
I just wanna be yours

Secrets I have held in my heart
Are harder to hide than I thought
Maybe I just wanna be yours
I wanna be yours

I wanna be yours
Wanna be yours
Wanna be yours
Wanna be yours

Let me be your ′leccy meter
And I'll never run out
Let me be the portable heater
That you′ll get cold without
I wanna be your setting lotion
Hold your hair in deep devotion (I'll be)
At least as deep as the Pacific Ocean
Now I wanna be yours

Secrets I have held in my heart
Are harder to hide than I thought
Maybe I just wanna be yours

I wanna be yours
I wanna be yours
Wanna be yours
Wanna be yours
Wanna be yours
Wanna be yours
Wanna be yours
Wanna be yours
Wanna be yours
Wanna be yours

I wanna be your vacuum cleaner (Wanna be yours)
Breathing in your dust (Wanna be yours)
I wanna be your Ford Cortina (Wanna be yours)
I will never rust (Wanna be yours)

I just wanna be yours (Wanna be yours)
I just wanna be yours (Wanna be yours)
I just wanna be yours (Wanna be yours)"
46,1Y3LN4zO1Edc2EluIoSPJN,Until I Found You (with Em Beihold) - Em Beihold Version,Stephen Sanchez,"Georgia, wrap me up in all your-
I want you in my arms
Oh, let me hold you
I′ll never let you go again like I did
Oh, I used to say

""I would never fall in love again until I found her""
I said, ""I would never fall unless it's you I fall into""
I was lost within the darkness, but then I found her
I found you

Georgia, pulled me in
I asked to love her once again
You fell, I caught you
I′ll never let you go again like I did
Oh, I used to say

""I would never fall in love again until I found her""
I said, ""I would never fall unless it's you I fall into""
I was lost within the darkness, but then I found her
I found you

I would never fall in love again until I found her
I said, ""I would never fall unless it's you I fall into""
I was lost within the darkness, but then I found her
I found you",en,"Georgia, wrap me up in all your-
I want you in my arms
Oh, let me hold you
I′ll never let you go again like I did
Oh, I used to say

""I would never fall in love again until I found her""
I said, ""I would never fall unless it's you I fall into""
I was lost within the darkness, but then I found her
I found you

Georgia, pulled me in
I asked to love her once again
You fell, I caught you
I′ll never let you go again like I did
Oh, I used to say

""I would never fall in love again until I found her""
I said, ""I would never fall unless it's you I fall into""
I was lost within the darkness, but then I found her
I found you

I would never fall in love again until I found her
I said, ""I would never fall unless it's you I fall into""
I was lost within the darkness, but then I found her
I found you"
47,32Pdf9eyXDEMoClEJW6yYP,Interaksi,Tulus,"Manalah kutahu datang hari ini
Hari di mana ku melihat dia
Yang tak aku bidik, yang tak aku cari
Duga benih patah hati lagi, tahu begini

(Jika bisa memilih, tak bertemumu pasti)
Itu yang kupilih
(Jika bisa kuhindari garis interaksi)
Itu yang kupilih

Ingin bawanya ke tempat-tempat indah
Tipikal klise ingin tahu pikirnya
Entah ini ingin, entah ini sayang
Si hati rapuh tantang wahana, oh, lagi-lagi

(Aku yang tak berkendali di) oasis sendu
Itu yang kupilih
(Aku yang tak kuasa mengendalikan hati) kenali hati
Tak semua kupilih

Alam dan s′luruh energinya
Apa dalam ciptanya ada aku?
Bila bukan untuk aku
Hindariku dari patah hati itu

Jika dia memang bisa untukku
Sini, dekat dan dekatlah
Dan jika dia memang bukan untukku
Tolong, reda dan redalah

(Reda dan redalah)
(Reda dan redalah, ah)
Atau mendekatlah, ah",id,"Where I know came today
The day I saw him
That I didn't aim at, which I didn't find
Guess the seeds of a broken heart again, know this

(If you can choose, don't meet you for sure)
That's what I chose
(If you can avoid the interaction line)
That's what I chose

Want to bring it to beautiful places
Typical cliché wants to know his thought
I don't know if I want it, I don't know, dear
The fragile heart challenges the vehicle, oh, again

(I'm the one who doesn't control in) Oasis is sad
That's what I chose
(I who can't control my heart) Recognize the heart
Not all I chose

Nature and sink the energy
Is there a creation in me?
If not for me
My heart from a broken heart

If he can really for me
Here, close and close
And if he really is not for me
Please, subside and red

(Subside and Redalah)
(Subside and Redalah, ah)
Or get close, ah"
